FID;Shape *;GMDNR;CODE_ISO;GMDNAME;AREA_HA;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
333;Polygon;2919;CH;Stetten (SH);472;T_2939;4;Schaffhausen (CH);2691800;1288400
334;Polygon;2920;CH;Thayngen;1992;T_2939;4;Schaffhausen (CH);2695100;1289300
335;Polygon;293;CH;Wädenswil;3564;261;3;Zürich;2693400;1231600
336;Polygon;2931;CH;Bargen (SH);827;T_2939;4;Schaffhausen (CH);2687900;1294100
337;Polygon;2932;CH;Beringen;1868;T_2939;4;Schaffhausen (CH);2685300;1283700
338;Polygon;2933;CH;Buchberg;586;261;4;Zürich;2684500;1269700
339;Polygon;2936;CH;Merishausen;1756;T_2939;4;Schaffhausen (CH);2687700;1290700
340;Polygon;2937;CH;Neuhausen am Rheinfall;800;T_2939;2;Schaffhausen (CH);2688500;1281900
341;Polygon;2938;CH;Rüdlingen;551;261;4;Zürich;2684600;1270700
342;Polygon;2939;CH;Schaffhausen;4185;T_2939;1;Schaffhausen (CH);2689600;1283800
343;Polygon;294;CH;Elgg;2439;230;4;Winterthur;2707700;1260900
344;Polygon;295;CH;Horgen;3083;261;2;Zürich;2687800;1234900
345;Polygon;2953;CH;Siblingen;942;T_2939;4;Schaffhausen (CH);2681200;1285400
346;Polygon;296;CH;Illnau-Effretikon;3291;261;3;Zürich;2694200;1253700
347;Polygon;298;CH;Wiesendangen;1917;230;4;Winterthur;2701700;1264300
348;Polygon;3;CH;Bonstetten;743;261;4;Zürich;2677800;1241000
349;Polygon;3001;CH;Herisau;2520;3203;3;St. Gallen;2738700;1250300
350;Polygon;3002;CH;Hundwil;2408;3203;4;St. Gallen;2742000;1247700
351;Polygon;3003;CH;Schönengrund;519;3203;4;St. Gallen;2735200;1243200
352;Polygon;3004;CH;Schwellbrunn;1742;3203;4;St. Gallen;2736800;1246100
353;Polygon;3005;CH;Stein (AR);936;3203;4;St. Gallen;2743900;1248700
354;Polygon;3007;CH;Waldstatt;675;3203;4;St. Gallen;2739500;1246700
355;Polygon;3023;CH;Speicher;818;3203;4;St. Gallen;2751200;1253100
356;Polygon;3024;CH;Teufen (AR);1525;3203;4;St. Gallen;2747100;1250700
357;Polygon;3025;CH;Trogen;1003;3203;4;St. Gallen;2752900;1252800
358;Polygon;3034;CH;Rehetobel;672;3203;4;St. Gallen;2754200;1254800
359;Polygon;306;CH;Lyss;1483;90306;6;Lyss;2590000;1213700
360;Polygon;307;CH;Meikirch;1023;351;4;Bern;2594300;1206500
361;Polygon;309;CH;Radelfingen;1471;351;4;Bern;2587400;1207800
362;Polygon;310;CH;Rapperswil (BE);2258;351;4;Bern;2597900;1212500
363;Polygon;311;CH;Schüpfen;1984;351;4;Bern;2595400;1209700
364;Polygon;3201;CH;Häggenschwil;907;3203;4;St. Gallen;2743400;1262100
365;Polygon;3202;CH;Muolen;1033;3203;4;St. Gallen;2742000;1265100
366;Polygon;3203;CH;St. Gallen;3938;3203;1;St. Gallen;2746200;1254600
367;Polygon;3204;CH;Wittenbach;1220;3203;2;St. Gallen;2746300;1258700
368;Polygon;3211;CH;Berg (SG);376;3203;4;St. Gallen;2748300;1261300
369;Polygon;3212;CH;Eggersriet;890;3203;4;St. Gallen;2753400;1256600
370;Polygon;3213;CH;Goldach;471;4401;2;Arbon – Rorschach;2752800;1260000
371;Polygon;3214;CH;Mörschwil;984;3203;4;St. Gallen;2749600;1259500
372;Polygon;3215;CH;Rorschach;178;4401;1;Arbon – Rorschach;2754800;1260700
373;Polygon;3216;CH;Rorschacherberg;709;4401;2;Arbon – Rorschach;2756100;1259500
374;Polygon;3217;CH;Steinach;449;4401;2;Arbon – Rorschach;2750800;1263300
375;Polygon;3218;CH;Tübach;199;4401;2;Arbon – Rorschach;2751700;1261400
376;Polygon;3219;CH;Untereggen;713;3203;4;St. Gallen;2751800;1257900
377;Polygon;3231;CH;Au (SG);465;T_3251;2;Rheintal (CH);2765800;1256100
378;Polygon;3232;CH;Balgach;652;T_3251;2;Rheintal (CH);2763800;1253000
379;Polygon;3233;CH;Berneck;562;T_3251;2;Rheintal (CH);2764000;1255000
380;Polygon;3234;CH;Diepoldsau;1125;T_3251;2;Rheintal (CH);2767400;1250600
381;Polygon;3236;CH;St. Margrethen;687;T_3251;2;Rheintal (CH);2765500;1258100
382;Polygon;3237;CH;Thal;966;4401;2;Arbon – Rorschach;2760700;1259300
383;Polygon;3238;CH;Widnau;422;T_3251;2;Rheintal (CH);2765700;1252900
384;Polygon;3251;CH;Altstätten;3946;T_3251;1;Rheintal (CH);2758700;1249600
385;Polygon;3252;CH;Eichberg;544;T_3251;4;Rheintal (CH);2757500;1245900
386;Polygon;3253;CH;Marbach (SG);438;T_3251;2;Rheintal (CH);2760800;1251200
387;Polygon;3255;CH;Rebstein;439;T_3251;2;Rheintal (CH);2761900;1252100
388;Polygon;3271;CH;Buchs (SG);1595;T_3271;1;Buchs (SG) (CH);2754100;1225800
389;Polygon;3272;CH;Gams;2227;T_3271;4;Buchs (SG) (CH);2751800;1230100
390;Polygon;3273;CH;Grabs;5465;T_3271;2;Buchs (SG) (CH);2751900;1227700
391;Polygon;3275;CH;Sevelen;3033;T_3271;4;Buchs (SG) (CH);2755200;1221000
392;Polygon;329;CH;Langenthal;2113;90329;6;Langenthal;2626400;1229100
393;Polygon;3293;CH;Mels;13911;93293;6;Mels – Sargans;2750500;1212500
394;Polygon;3296;CH;Sargans;946;93293;6;Mels – Sargans;2752100;1212700
395;Polygon;3297;CH;Vilters-Wangs;3272;93293;6;Mels – Sargans;2753000;1210100
396;Polygon;331;CH;Lotzwil;622;90329;6;Langenthal;2626700;1226700
397;Polygon;3338;CH;Schmerikon;414;93339;6;Uznach;2714000;1231600
398;Polygon;3339;CH;Uznach;754;93339;6;Uznach;2717100;1231500
399;Polygon;3340;CH;Rapperswil-Jona;2225;3336;1;Rapperswil-Jona – Rüti;2705900;1232200
400;Polygon;3374;CH;Lichtensteig;282;93379;6;Wattwil;2724600;1242800
401;Polygon;3379;CH;Wattwil;5117;93379;6;Wattwil;2724800;1240500
402;Polygon;34;CH;Laufen-Uhwiesen;628;T_2939;4;Schaffhausen (CH);2689800;1280600
403;Polygon;3402;CH;Flawil;1147;93402;6;Flawil;2731900;1252800
404;Polygon;3405;CH;Jonschwil;1099;3425;4;Wil (SG);2724400;1253900
405;Polygon;3407;CH;Oberuzwil;1408;3425;2;Wil (SG);2727100;1254700
406;Polygon;3408;CH;Uzwil;1449;3425;1;Wil (SG);2728500;1256300
407;Polygon;3424;CH;Oberbüren;1773;3425;2;Wil (SG);2729900;1257000
408;Polygon;3427;CH;Wil (SG);2082;3425;1;Wil (SG);2721000;1258000
409;Polygon;3441;CH;Andwil (SG);631;3203;4;St. Gallen;2738500;1255500
410;Polygon;3442;CH;Gaiserwald;1263;3203;2;St. Gallen;2743200;1254400
411;Polygon;3443;CH;Gossau (SG);2751;3203;2;St. Gallen;2736500;1253200
412;Polygon;3444;CH;Waldkirch;3134;3203;4;St. Gallen;2739200;1259200
413;Polygon;351;CH;Bern;5162;351;1;Bern;2600100;1199700
414;Polygon;352;CH;Bolligen;1657;351;2;Bern;2604300;1202600
415;Polygon;353;CH;Bremgarten bei Bern;190;351;2;Bern;2600000;1203100
416;Polygon;354;CH;Kirchlindach;1196;351;4;Bern;2598200;1205500
417;Polygon;355;CH;Köniz;5101;351;2;Bern;2598300;1197200
418;Polygon;356;CH;Muri bei Bern;763;351;2;Bern;2603700;1197700
419;Polygon;357;CH;Oberbalm;1239;351;4;Bern;2597400;1191400
420;Polygon;358;CH;Stettlen;350;351;2;Bern;2606500;1200900
421;Polygon;359;CH;Vechigen;2482;351;2;Bern;2609300;1199400
422;Polygon;360;CH;Wohlen bei Bern;3632;351;4;Bern;2593900;1202500
423;Polygon;361;CH;Zollikofen;539;351;2;Bern;2601200;1205300
424;Polygon;362;CH;Ittigen;420;351;2;Bern;2603100;1202700
425;Polygon;363;CH;Ostermundigen;596;351;2;Bern;2603600;1200600
426;Polygon;371;CH;Biel/Bienne;2119;371;1;Biel/Bienne;2585500;1221200
427;Polygon;372;CH;Evilard;370;371;2;Biel/Bienne;2585000;1222000
428;Polygon;3721;CH;Bonaduz;1440;3901;4;Chur;2749600;1186400
429;Polygon;3722;CH;Domat/Ems;2422;3901;4;Chur;2753500;1189100
430;Polygon;3723;CH;Rhäzüns;1337;3901;4;Chur;2749500;1184900
431;Polygon;3731;CH;Felsberg;1340;3901;4;Chur;2755500;1190400
432;Polygon;3733;CH;Tamins;4074;3901;4;Chur;2750200;1188500
433;Polygon;3787;CH;St. Moritz;2869;93787;6;St. Moritz;2784200;1152400
434;Polygon;3804;CH;Buseno;1115;5002;4;Bellinzona;2728600;1125900
435;Polygon;3810;CH;Santa Maria in Calanca;931;5002;4;Bellinzona;2731500;1125000
436;Polygon;3835;CH;San Vittore;2206;5002;4;Bellinzona;2728800;1122100
437;Polygon;3851;CH;Davos;28400;93851;6;Davos;2782200;1185700
438;Polygon;387;CH;Lengnau (BE);741;2546;2;Grenchen;2594500;1225700
439;Polygon;390;CH;Meinisberg;439;371;4;Biel/Bienne;2593200;1223200
440;Polygon;3901;CH;Chur;5424;3901;1;Chur;2759300;1191000
441;Polygon;392;CH;Pieterlen;835;371;4;Biel/Bienne;2592300;1224900
442;Polygon;3932;CH;Tschiertschen-Praden;2774;3901;4;Chur;2765500;1187400
443;Polygon;3945;CH;Trimmis;4287;3901;4;Chur;2762000;1196300
444;Polygon;3946;CH;Untervaz;2772;3901;4;Chur;2759600;1199600
445;Polygon;3947;CH;Zizers;1101;93955;6;Landquart;2761800;1200400
446;Polygon;3955;CH;Landquart;1886;93955;6;Landquart;2761300;1203600
447;Polygon;4;CH;Hausen am Albis;1360;261;4;Zürich;2682900;1233100
448;Polygon;4001;CH;Aarau;1234;4001;1;Aarau;2645800;1249000
449;Polygon;4002;CH;Biberstein;410;4001;4;Aarau;2648500;1251600
450;Polygon;4003;CH;Buchs (AG);532;4001;2;Aarau;2647600;1248700
451;Polygon;4005;CH;Erlinsbach (AG);986;4001;2;Aarau;2643200;1250100
452;Polygon;4006;CH;Gränichen;1723;4001;2;Aarau;2650000;1245400
453;Polygon;4008;CH;Küttigen;1190;4001;2;Aarau;2646000;1251800
454;Polygon;4009;CH;Muhen;703;4001;4;Aarau;2646500;1243400
455;Polygon;401;CH;Aefligen;204;90412;6;Kirchberg (BE);2609000;1216000
456;Polygon;4010;CH;Oberentfelden;716;4001;3;Aarau;2645900;1245200
457;Polygon;4012;CH;Suhr;1062;4001;2;Aarau;2648400;1246900
458;Polygon;4013;CH;Unterentfelden;288;4001;3;Aarau;2645700;1246400
459;Polygon;4021;CH;Baden;1317;4021;1;Baden – Brugg;2665400;1258400
460;Polygon;4022;CH;Bellikon;494;261;4;Zürich;2668400;1249100
461;Polygon;4023;CH;Bergdietikon;594;261;2;Zürich;2671600;1249000
462;Polygon;4026;CH;Ennetbaden;211;4021;2;Baden – Brugg;2666100;1259100
463;Polygon;4027;CH;Fislisbach;505;4021;3;Baden – Brugg;2664400;1254300
464;Polygon;4029;CH;Gebenstorf;565;4021;2;Baden – Brugg;2660600;1259100
465;Polygon;403;CH;Bäriswil;273;351;2;Bern;2606700;1207600
466;Polygon;4030;CH;Killwangen;243;261;3;Zürich;2669000;1253900
467;Polygon;4031;CH;Künten;489;261;4;Zürich;2667300;1249100
468;Polygon;4034;CH;Neuenhof;538;4021;2;Baden – Brugg;2667200;1255400
469;Polygon;4037;CH;Oberrohrdorf;430;4021;4;Baden – Brugg;2666300;1252400
470;Polygon;4038;CH;Obersiggenthal;836;4021;2;Baden – Brugg;2664600;1260000
471;Polygon;404;CH;Burgdorf;1556;90404;6;Burgdorf;2614000;1211700
472;Polygon;4040;CH;Spreitenbach;860;261;3;Zürich;2669900;1252300
473;Polygon;4042;CH;Turgi;155;4021;2;Baden – Brugg;2661200;1260500
474;Polygon;4044;CH;Untersiggenthal;828;4021;2;Baden – Brugg;2661500;1261600
475;Polygon;4045;CH;Wettingen;1060;4021;2;Baden – Brugg;2666300;1257800
476;Polygon;4048;CH;Würenlos;903;261;3;Zürich;2669800;1255100
477;Polygon;405;CH;Ersigen;1546;90412;6;Kirchberg (BE);2612000;1216000
478;Polygon;4061;CH;Arni (AG);337;261;4;Zürich;2674200;1241300
479;Polygon;4062;CH;Berikon;538;261;3;Zürich;2670800;1244800
480;Polygon;4063;CH;Bremgarten (AG);1136;261;3;Zürich;2668400;1244800
481;Polygon;4066;CH;Eggenwil;246;261;4;Zürich;2668100;1247000
482;Polygon;4067;CH;Fischbach-Göslikon;307;261;4;Zürich;2665900;1246900
483;Polygon;4071;CH;Jonen;570;261;4;Zürich;2672200;1238800
484;Polygon;4073;CH;Oberlunkhofen;325;261;4;Zürich;2672100;1240500
485;Polygon;4074;CH;Oberwil-Lieli;535;261;4;Zürich;2671600;1243200
486;Polygon;4075;CH;Rudolfstetten-Friedlisberg;490;261;3;Zürich;2671100;1246800
487;Polygon;4079;CH;Unterlunkhofen;449;261;4;Zürich;2671300;1241600
488;Polygon;4080;CH;Villmergen;1194;4082;2;Wohlen (AG);2660900;1244400
489;Polygon;4081;CH;Widen;262;261;3;Zürich;2669800;1246800
490;Polygon;4082;CH;Wohlen (AG);1248;4082;1;Wohlen (AG);2663400;1244700
491;Polygon;4083;CH;Zufikon;481;261;3;Zürich;2669600;1244200
492;Polygon;4084;CH;Islisberg;166;261;4;Zürich;2675700;1241800
493;Polygon;409;CH;Hindelbank;969;351;4;Bern;2607800;1210100
494;Polygon;4095;CH;Brugg;825;4021;1;Baden – Brugg;2657900;1259400
495;Polygon;4100;CH;Hausen (AG);320;4021;2;Baden – Brugg;2658300;1257100
496;Polygon;4110;CH;Remigen;787;4021;4;Baden – Brugg;2656500;1263100
497;Polygon;4111;CH;Riniken;476;4021;4;Baden – Brugg;2656500;1260600
498;Polygon;412;CH;Kirchberg (BE);905;90412;6;Kirchberg (BE);2611000;1214800
499;Polygon;4123;CH;Windisch;491;4021;2;Baden – Brugg;2658400;1259000
500;Polygon;4131;CH;Beinwil am See;382;94141;6;Reinach (AG);2657800;1235300
501;Polygon;4133;CH;Burg (AG);94;94141;6;Reinach (AG);2656200;1231800
502;Polygon;4139;CH;Menziken;638;94141;6;Reinach (AG);2656700;1232700
503;Polygon;414;CH;Krauchthal;1944;351;4;Bern;2609700;1206500
504;Polygon;4141;CH;Reinach (AG);947;94141;6;Reinach (AG);2656300;1233900
505;Polygon;4172;CH;Münchwilen (AG);246;T_4260;2;Stein (AG) (CH);2639400;1265400
506;Polygon;418;CH;Oberburg;1414;90404;6;Burgdorf;2614300;1209600
507;Polygon;4199;CH;Holderbank (AG);233;4201;2;Lenzburg;2655100;1253100
508;Polygon;420;CH;Rüdtligen-Alchenflüh;272;90412;6;Kirchberg (BE);2610000;1215100
509;Polygon;4201;CH;Lenzburg;1131;4201;1;Lenzburg;2655500;1249000
510;Polygon;4203;CH;Möriken-Wildegg;661;4201;2;Lenzburg;2656100;1251900
511;Polygon;4204;CH;Niederlenz;331;4201;2;Lenzburg;2655700;1250300
512;Polygon;4210;CH;Staufen;358;4201;2;Lenzburg;2654900;1248200
513;Polygon;4226;CH;Besenbüren;238;261;4;Zürich;2668500;1240600
514;Polygon;4237;CH;Oberrüti;538;1711;4;Zug;2672500;1224300
515;Polygon;4238;CH;Rottenschwil;449;261;4;Zürich;2669900;1240800
516;Polygon;4251;CH;Hellikon;704;T_2701;4;Basel (CH);2636600;1262200
517;Polygon;4252;CH;Kaiseraugst;490;T_2701;3;Basel (CH);2621500;1265600
518;Polygon;4253;CH;Magden;1102;T_2701;4;Basel (CH);2628200;1264100
519;Polygon;4254;CH;Möhlin;1880;T_2701;4;Basel (CH);2630600;1267500
520;Polygon;4255;CH;Mumpf;314;T_2701;4;Basel (CH);2636300;1266200
521;Polygon;4256;CH;Obermumpf;502;T_2701;4;Basel (CH);2637600;1264400
522;Polygon;4257;CH;Olsberg;461;T_2701;4;Basel (CH);2626000;1263500
523;Polygon;4258;CH;Rheinfelden;1602;T_2701;3;Basel (CH);2626900;1267000
524;Polygon;4260;CH;Stein (AG);283;T_4260;1;Stein (AG) (CH);2638400;1266000
525;Polygon;4261;CH;Wallbach;455;T_4260;2;Stein (AG) (CH);2635000;1267700
526;Polygon;4262;CH;Wegenstetten;712;T_2701;4;Basel (CH);2637300;1260900
527;Polygon;4263;CH;Zeiningen;1137;T_2701;4;Basel (CH);2632500;1265700
528;Polygon;4264;CH;Zuzgen;839;T_2701;4;Basel (CH);2634800;1263800
529;Polygon;4271;CH;Aarburg;441;2581;2;Olten – Zofingen;2634900;1241100
530;Polygon;4274;CH;Brittnau;1367;2581;2;Olten – Zofingen;2638500;1234300
531;Polygon;4280;CH;Oftringen;1285;2581;2;Olten – Zofingen;2636500;1240700
532;Polygon;4285;CH;Strengelbach;603;2581;2;Olten – Zofingen;2637100;1236500
533;Polygon;4287;CH;Vordemwald;1014;2581;4;Olten – Zofingen;2634800;1236000
534;Polygon;4289;CH;Zofingen;1108;2581;2;Olten – Zofingen;2638300;1237700
535;Polygon;4303;CH;Böttstein;743;94304;6;Döttingen-Böttstein;2660900;1269100
536;Polygon;4304;CH;Döttingen;693;94304;6;Döttingen-Böttstein;2661700;1269100
537;Polygon;4306;CH;Fisibach;577;261;4;Zürich;2672900;1268400
538;Polygon;4309;CH;Klingnau;671;94304;6;Döttingen-Böttstein;2661400;1270100
539;Polygon;4318;CH;Schneisingen;826;261;4;Zürich;2669700;1263500
540;Polygon;4319;CH;Siglistorf;551;261;4;Zürich;2670900;1266500
541;Polygon;435;CH;La Ferrière;1416;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2558700;1221200
542;Polygon;438;CH;Orvin;2159;371;4;Biel/Bienne;2583000;1223300
543;Polygon;4401;CH;Arbon;601;4401;1;Arbon – Rorschach;2750000;1264300
544;Polygon;442;CH;Romont (BE);702;371;4;Biel/Bienne;2592600;1226400
545;Polygon;4421;CH;Horn;172;4401;2;Arbon – Rorschach;2752500;1262400
546;Polygon;4431;CH;Roggwil (TG);1203;3203;4;St. Gallen;2747400;1262800
547;Polygon;4436;CH;Romanshorn;873;4436;1;Amriswil – Romanshorn;2745900;1270100
548;Polygon;4441;CH;Salmsach;271;4436;2;Amriswil – Romanshorn;2745400;1269000
549;Polygon;4461;CH;Amriswil;1902;4436;1;Amriswil – Romanshorn;2740000;1267700
550;Polygon;449;CH;Sauge;1346;371;4;Biel/Bienne;2588500;1226400
551;Polygon;450;CH;Péry-La Heutte;2378;371;4;Biel/Bienne;2585700;1227000
552;Polygon;4566;CH;Frauenfeld;2736;4566;1;Frauenfeld;2709600;1268400
553;Polygon;4643;CH;Bottighofen;241;T_4671;2;Kreuzlingen (CH);2732800;1278000
554;Polygon;4671;CH;Kreuzlingen;1150;T_4671;1;Kreuzlingen (CH);2730100;1278800
555;Polygon;4724;CH;Eschlikon;622;3425;2;Wil (SG);2715500;1258300
556;Polygon;4746;CH;Münchwilen (TG);781;3425;2;Wil (SG);2717500;1259800
557;Polygon;4751;CH;Rickenbach (TG);158;3425;2;Wil (SG);2721600;1256600
558;Polygon;4761;CH;Sirnach;1238;3425;1;Wil (SG);2718800;1256600
559;Polygon;4786;CH;Wilen (TG);225;3425;2;Wil (SG);2720300;1256900
560;Polygon;4946;CH;Weinfelden;1548;94946;6;Weinfelden;2725700;1269800
561;Polygon;5;CH;Hedingen;653;261;3;Zürich;2676400;1239000
562;Polygon;5001;CH;Arbedo-Castione;2139;5002;2;Bellinzona;2723900;1119200
563;Polygon;5002;CH;Bellinzona;16420;5002;1;Bellinzona;2722400;1116800
564;Polygon;5010;CH;Lumino;1010;5002;4;Bellinzona;2725500;1121200
565;Polygon;5017;CH;Sant'Antonino;655;5002;4;Bellinzona;2719000;1112500
566;Polygon;5091;CH;Ascona;495;T_5113;2;Locarno (CH);2702900;1112400
567;Polygon;5096;CH;Brione sopra Minusio;382;T_5113;2;Locarno (CH);2706300;1115600
568;Polygon;51;CH;Bachenbülach;431;261;3;Zürich;2683600;1262000
569;Polygon;5108;CH;Gordola;695;T_5113;4;Locarno (CH);2710000;1115500
570;Polygon;5113;CH;Locarno;1869;T_5113;1;Locarno (CH);2704700;1113800
571;Polygon;5115;CH;Losone;926;T_5113;2;Locarno (CH);2702200;1113500
572;Polygon;5117;CH;Mergoscia;1216;T_5113;4;Locarno (CH);2708700;1118500
573;Polygon;5118;CH;Minusio;586;T_5113;2;Locarno (CH);2706300;1115000
574;Polygon;5120;CH;Muralto;59;T_5113;2;Locarno (CH);2705600;1114500
575;Polygon;5121;CH;Orselina;194;T_5113;2;Locarno (CH);2705200;1115200
576;Polygon;5125;CH;Ronco sopra Ascona;500;T_5113;4;Locarno (CH);2699500;1111100
577;Polygon;5131;CH;Tenero-Contra;369;T_5113;4;Locarno (CH);2708800;1115300
578;Polygon;5141;CH;Agno;249;T_5192;2;Lugano (CH);2713100;1095000
579;Polygon;5143;CH;Aranno;259;T_5192;4;Lugano (CH);2710900;1097200
580;Polygon;5144;CH;Arogno;849;T_5192;4;Lugano (CH);2720100;1091000
581;Polygon;5146;CH;Astano;380;T_5192;4;Lugano (CH);2706700;1096600
582;Polygon;5148;CH;Bedano;187;T_5192;2;Lugano (CH);2714500;1101000
583;Polygon;5149;CH;Bedigliora;254;T_5192;4;Lugano (CH);2708700;1095500
584;Polygon;5151;CH;Bioggio;640;T_5192;2;Lugano (CH);2713800;1096800
585;Polygon;5154;CH;Bissone;185;T_5192;4;Lugano (CH);2718400;1090200
586;Polygon;5160;CH;Brusino Arsizio;412;T_5250;4;Chiasso – Mendrisio (CH);2716400;1087400
587;Polygon;5161;CH;Cademario;396;T_5192;4;Lugano (CH);2712700;1097700
588;Polygon;5162;CH;Cadempino;76;T_5192;2;Lugano (CH);2715900;1099100
589;Polygon;5167;CH;Canobbio;128;T_5192;2;Lugano (CH);2718300;1099300
590;Polygon;5171;CH;Caslano;279;T_5192;2;Lugano (CH);2711800;1092300
591;Polygon;5176;CH;Comano;206;T_5192;2;Lugano (CH);2717400;1099400
592;Polygon;5180;CH;Cureglia;106;T_5192;2;Lugano (CH);2716600;1099500
593;Polygon;5181;CH;Curio;275;T_5192;4;Lugano (CH);2710400;1095500
594;Polygon;5186;CH;Grancia;61;T_5192;2;Lugano (CH);2715500;1091800
595;Polygon;5187;CH;Gravesano;71;T_5192;2;Lugano (CH);2714400;1100000
596;Polygon;5189;CH;Lamone;186;T_5192;2;Lugano (CH);2715700;1100400
597;Polygon;5192;CH;Lugano;7585;T_5192;1;Lugano (CH);2717100;1095900
598;Polygon;5193;CH;Magliaso;110;T_5192;2;Lugano (CH);2712400;1093500
599;Polygon;5194;CH;Manno;237;T_5192;2;Lugano (CH);2714600;1099200
600;Polygon;5196;CH;Massagno;74;T_5192;2;Lugano (CH);2716400;1096900
601;Polygon;5198;CH;Melide;166;T_5192;4;Lugano (CH);2716900;1090300
602;Polygon;5199;CH;Mezzovico-Vira;1113;T_5192;4;Lugano (CH);2714400;1105400
603;Polygon;52;CH;Bassersdorf;903;261;2;Zürich;2689800;1255500
604;Polygon;5200;CH;Miglieglia;510;T_5192;4;Lugano (CH);2709900;1098000
605;Polygon;5203;CH;Morcote;279;T_5192;4;Lugano (CH);2714000;1087300
606;Polygon;5205;CH;Muzzano;155;T_5192;2;Lugano (CH);2715000;1095100
607;Polygon;5206;CH;Neggio;89;T_5192;2;Lugano (CH);2711600;1093900
608;Polygon;5207;CH;Novaggio;437;T_5192;4;Lugano (CH);2709700;1096400
609;Polygon;5208;CH;Origlio;208;T_5192;4;Lugano (CH);2716500;1101400
610;Polygon;5210;CH;Paradiso;89;T_5192;2;Lugano (CH);2716700;1094400
611;Polygon;5212;CH;Ponte Capriasca;617;T_5192;4;Lugano (CH);2717000;1102300
612;Polygon;5214;CH;Porza;156;T_5192;2;Lugano (CH);2717300;1098500
613;Polygon;5216;CH;Pura;304;T_5192;2;Lugano (CH);2710900;1093600
614;Polygon;5221;CH;Savosa;74;T_5192;2;Lugano (CH);2717000;1097800
615;Polygon;5225;CH;Sorengo;85;T_5192;2;Lugano (CH);2715900;1095000
616;Polygon;5226;CH;Capriasca;3638;T_5192;4;Lugano (CH);2718200;1102900
617;Polygon;5227;CH;Torricella-Taverne;525;T_5192;2;Lugano (CH);2715500;1102600
618;Polygon;5230;CH;Vernate;151;T_5192;2;Lugano (CH);2712100;1094700
619;Polygon;5231;CH;Vezia;139;T_5192;2;Lugano (CH);2716100;1097900
620;Polygon;5233;CH;Vico Morcote;197;T_5192;4;Lugano (CH);2715000;1087600
621;Polygon;5236;CH;Collina d'Oro;614;T_5192;2;Lugano (CH);2714600;1093400
622;Polygon;5237;CH;Alto Malcantone;2206;T_5192;4;Lugano (CH);2713200;1100700
623;Polygon;5238;CH;Monteceneri;3608;T_5192;4;Lugano (CH);2714600;1108500
624;Polygon;5239;CH;Tresa;1104;T_5192;4;Lugano (CH);2706000;1094400
625;Polygon;5242;CH;Balerna;253;T_5250;2;Chiasso – Mendrisio (CH);2721800;1078700
626;Polygon;5249;CH;Castel San Pietro;1184;T_5250;2;Chiasso – Mendrisio (CH);2721900;1080200
627;Polygon;5250;CH;Chiasso;535;T_5250;2;Chiasso – Mendrisio (CH);2723400;1077200
628;Polygon;5251;CH;Coldrerio;246;T_5250;2;Chiasso – Mendrisio (CH);2720300;1079200
629;Polygon;5254;CH;Mendrisio;3177;T_5250;1;Chiasso – Mendrisio (CH);2720000;1081000
630;Polygon;5257;CH;Morbio Inferiore;226;T_5250;2;Chiasso – Mendrisio (CH);2722600;1079200
631;Polygon;5260;CH;Novazzano;523;T_5250;2;Chiasso – Mendrisio (CH);2719900;1077800
632;Polygon;5263;CH;Riva San Vitale;605;T_5250;2;Chiasso – Mendrisio (CH);2718800;1085000
633;Polygon;5266;CH;Stabio;615;T_5250;4;Chiasso – Mendrisio (CH);2716500;1078800
634;Polygon;5268;CH;Vacallo;163;T_5250;2;Chiasso – Mendrisio (CH);2724000;1078600
635;Polygon;5269;CH;Breggia;2548;T_5250;4;Chiasso – Mendrisio (CH);2722900;1080100
636;Polygon;53;CH;Bülach;1609;261;3;Zürich;2683000;1263700
637;Polygon;5317;CH;Maggia;11116;T_5113;4;Locarno (CH);2697900;1122500
638;Polygon;5324;CH;Avegno Gordevio;2733;T_5113;4;Locarno (CH);2700700;1120400
639;Polygon;535;CH;Deisswil bei Münchenbuchsee;216;351;4;Bern;2601300;1209300
640;Polygon;536;CH;Diemerswil;286;351;4;Bern;2599200;1207500
641;Polygon;538;CH;Fraubrunnen;3191;351;4;Bern;2606500;1215000
642;Polygon;5396;CH;Terre di Pedemonte;1159;T_5113;4;Locarno (CH);2699800;1115800
643;Polygon;5397;CH;Centovalli;5339;T_5113;4;Locarno (CH);2697400;1114800
644;Polygon;54;CH;Dietlikon;425;261;2;Zürich;2689000;1253400
645;Polygon;540;CH;Jegenstorf;1349;351;4;Bern;2605100;1210800
646;Polygon;5401;CH;Aigle;1641;95401;6;Aigle;2563600;1129700
647;Polygon;541;CH;Iffwil;506;351;4;Bern;2603100;1212500
648;Polygon;5414;CH;Villeneuve (VD);3198;5890;4;Vevey – Montreux;2560600;1138600
649;Polygon;5423;CH;Ballens;845;5586;4;Lausanne;2518400;1156500
650;Polygon;5429;CH;Longirod;945;T_6621;4;Genève (CH);2509400;1149900
651;Polygon;543;CH;Mattstetten;379;351;4;Bern;2605700;1208800
652;Polygon;5430;CH;Marchissy;1198;T_6621;4;Genève (CH);2508500;1149200
653;Polygon;5431;CH;Mollens (VD);1099;5586;4;Lausanne;2517100;1159000
654;Polygon;5434;CH;Saint-George;1232;T_6621;4;Genève (CH);2509600;1152100
